Manga_ID,Title,Score,Reach_Members,Loyalty_Favourites,Synopsis,Background,Comic Mag,Genres
1982,Koori no Mamono no Monogatari,8.17,4761,121,"Cold-blooded and ferocious demon Blood lives inside a cave and has been trapped in an impenetrable wall of ice for decades. His only goal is to find the Tear Jewel, the purest tear shed by a human at death's door. So far, all of his victims have failed to give Blood what he wants until he meets his newest prey: 18-year-old Ishuca Lake Sierra Vise Ell.

However, Ishuca is unlike any other human Blood has ever met. In the presence of the demon, Ishuca never cowers in fear and even wishes to be eaten by Blood, as he is soon to die due to a heart condition. Although taken aback by Ishuca's kindhearted nature, Blood warms up to the boy and his tragic circumstances.

Sadly, Ishuca's illness rapidly catches up to him and he is soon on his deathbed. Wanting to save him, Blood manages to shed the Tear Jewel, which he uses to revive Ishuca. Unaware of everything that happened, Ishuca asks Blood if he can join the demon on his next adventure. With Blood now also free from his prison, he agrees to allow his partially-human companion to accompany him into the unknown that awaits them.

[Written by MAL Rewrite]","Koori no Mamono no Monogatari was republished in a 14-volume bunko format between July 20, 2005, and January 20, 2006.",Ichiraci,"Boys Love, Fantasy, Supernatural"
53,Yuu☆Yuu☆Hakusho,8.17,78070,2936,"Fourteen-year-old thug Yuusuke Urameshi spends his days skipping school and causing trouble for the adults in his life. Yuusuke regularly engages in street brawls against rival Kazuma Kuwabara and ridicules his childhood friend Keiko Yukimura. Filled with self-loathing and the burden of an alcoholic mother, Yuusuke sacrifices it all in a split-second decision—he tackles a small child out of the way of an oncoming car, losing his life in the process.

Spirit guide Botan intervenes, allowing Yuusuke to see how the people in his life react to his death; he is moved by the emotional ruin his loss causes his mother, Keiko, and even Kuwabara. Additionally, due to his death's heroic nature, he receives an opportunity to return to life from the Spirit World ruler's son, Koenma.

Koenma hires Yuusuke as a ""Spirit Detective"" and tasks him with solving a series of increasingly challenging paranormal mysteries. Battling and befriending demons such as the beautiful Kurama and hostile Hiei, Yuusuke further develops and utilizes his skills as a fighter. But as dark forces move in the Underworld, Yuusuke struggles alongside his companions to defend everything he took for granted.

[Written by MAL Rewrite]","Yuu☆Yuu☆Hakusho won the 39th Shogakukan Manga Award in the Shounen category in 1993. The series was published in English as Yu Yu Hakusho by VIZ Media under the Shonen Jump imprint from August 18, 2003, to March 2, 2010. It was also released in Spanish by Glénat in 2004; and in Brazilian Portuguese by Editora JBC in 38 volumes from November 2002 to November 2004. The series was adapted into a live-action TV series that premiered on Netflix on December 14, 2023.",Shounen Jump (Weekly),"Action, Award Winning, Comedy, Drama, Supernatural"
102703,Doukyuusei: Gold Ring & Silver Ring,8.16,9826,58,"Differences aside, Hikaru Kusakabe and Rihito Sajou's hearts forever dance to the same sweet melody. Given their graduation day vow to eventually marry in the future, the couple come up with the same idea unbeknownst to the other: to gift a matching ring.

[Written by MAL Rewrite]",,N/A,Boys Love
121082,Rumspringa no Joukei,8.16,3411,93,"Oswald ""Oz"" Carter, a young man working at a bar in Pennsylvania, is told one night to ""deal with"" a strange boy who has been loitering in the back corner of the bar for hours. Thinking that the stranger is a client for his side business—gay prostitution—Oz takes him up to his room for a rendezvous. Following an unusual conversation and a sudden kiss, Oz learns that the boy, Theodore Sullivan, came to the bar because he is on his Rumspringa, the time when young Amish people leave their communities to experience the outside world. The pair form an unlikely bond soon after, but the differences between their upbringings threaten to tear the two apart—especially when Oz learns what happens at the end of Rumspringa.

[Written by MAL Rewrite]","Rumspringa no Joukei placed first in the Kono BL ga Yabai! rankings for 2019. It was published digitally in English as The Scene of My Rumspringa by MediBang/Media Do International on January 24, 2023.",Comic Chocolat,"Boys Love, Drama, Slice of Life, Erotica"
111532,Therapy Game,8.16,11432,320,"Fresh off of an awful breakup, Shizuma Ikushima ends up heavily intoxicated and wakes up in bed with a strange man the next day. When confronted by Minato Mito, the man with whom he spent the night, Shizuma cannot remember a single detail of the previous evening. His forgetfulness offends Minato, who swears vengeance on Shizuma with a mean-spirited bet to seduce him and break his heart.

But despite their rough start, the two grow closer. As they begin to fall for each other, Shizuma struggles with his sexual identity while Minato wrestles with unfamiliar emotions and unresolved trauma.

[Written by MAL Rewrite]","Therapy Game was published in English by SuBLime from June 9, 2020 to September 8, 2020. The series was ranked seventh in the Best Comic category of BL website Chill Chill's 10th annual BL Awards in 2019. Two drama CDs adapting the manga were released by Shinshokan from March 13, 2020 to April 10, 2020.",Dear+,"Boys Love, Erotica"
9546,Capeta,8.16,6330,134,"Taira Capeta was a 4th grader boy. He had lost his mother when he had been very little. Although he pretended to be tough in front of his father, actually he felt lonely. One day, his father brought junk parts home from his workplace and made a racing cart. Soon, they went to a circuit to drive the cart. However, Capeta found that its frame was bent and it could hardly run straight. But, with his technique he managed the cart. Furthermore, he followed soon after the fast cart and he could nearly leave it behind. The driver in the cart was Minamoto Naomoi, the champion of the East Japan Junior Cart. Looking at their chase, Naomi’s mother, Minamoto Nanako, advised Capeta to take part in the official race.

(Source: AnimeNfo)",Capeta was published digitally in English through K Manga.,Shounen Magazine (Monthly),"Award Winning, Comedy, Drama"
35171,Can't See Can't Hear But Love,8.16,20308,362,"Min Geun Soo, a manhwa artist, lives with his special-needs mother who seems to suffer from an intellectual disability and cannot perform the most basic of activities, such as using the toilet or even brushing her teeth. He draws day and night to support them, working himself ragged and straining his eyes in the process. However, one unfortunate day, he completely loses his eyesight. The future seems bleak for a manhwa artist who can no longer draw.

All seems to be going downhill, when one day, he meets Jeon So Ri. So Ri is a deaf girl, and happens to be in love with Geun Soo's work. Thus begins a love story between a deaf woman and a blind man about finding the strength and will to live despite numerous trials.

[Written by MAL Rewrite]",,Daum Webtoon,"Drama, Romance"
10443,Bakuon Rettou,8.16,16198,464,"Kazei Takeshi moved with his parents to a new house and new school. One of his new friends is a motorcycle enthusiast and soon invites him to meet with his gang, the Zeros. Takashi comes to love motorcycles and soon gets involved in the gang's fights and issues. What has he got himself into and is he ready to face the consequences?

(Source: MU)",,Afternoon,"Action, Drama"
58007,Shingeki no Kyojin: Kuinaki Sentaku,8.16,55055,1138,"A spin-off shoujo manga that centers around Levi's and Erwin's past.

The young Erwin Smith is a rising star in the Survey Corps, humanity's only hope of defeating the man-eating monsters known as Titans. Ruthless and dispassionate, Erwin's mind is devoted to strategies and intrigue. But beneath Erwin's feet is another world, the ""Underground,"" where humans are born and die surrounded by the garbage the Capital throws away. Here, the criminal Levi survives on his wits and agility. But when these two ambitious men cross paths, who will prove himself stronger?

(Source: MU)","Shingeki no Kyojin: Kuinaki Sentaku is based on the visual novel of the same name. The visual novel was bundled with the first press release of the sixth Blu-ray volume of the anime's first season and was supervised by Shingeki no Kyojin creator Hajime Isayama. The series was published in English as Attack on Titan: No Regrets by Kodansha Comics USA from June 24, 2014, to October 28, 2014, and again in a full color omnibus. It was also published in Spanish by Norma Editorial from October 30, 2014, to March 20, 2015; and in Russian by Azbuka in a complete omnibus on March 10, 2017.",ARIA,Action
66057,Blue Sky Complex,8.16,15801,333,"Motochika Narasaki comes from a large, noisy family, and his two little brothers make it nearly impossible for him to have any alone time. When his need for peace and quiet coincides with his teacher arm-twisting him into minding the school library in the evenings, he hesitantly accepts. What he does not expect, though, is running into the infamous delinquent, Natsuki Terashima, who has been roped into taking care of the library as well. Initially Narasaki is convinced that he could never get along with someone like Terashima; however, as he spends evening after calm evening reading with the other boy, Narasaki is forced to change his opinion, and the odd pair gradually become closer. But this arrangement will only last till the summer vacation, and Narasaki must soon figure out what this time, and the person he spends it with, mean to him.

[Written by MAL Rewrite]","Blue Sky Complex has been published digitally in English by Fantasista Inc. through futekiya since September 25, 2021.",Cab,"Boys Love, Slice of Life, Erotica"
