Anime_ID,Title,Originated_From,Story_DNA,Popularity_Rank,Score,Reach_Members,Loyalty_Favourites,Main_Genre,Studios,Producers,Licensors,Episodes,Airing_Year,Rating
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Manga,"Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.
 
[Written by MAL Rewrite]",2638,7.96,82979,103,"Action, Drama, Suspense",Wit Studio,"[{'mal_id': 10, 'type': 'anime', 'name': 'Production I.G', 'url': 'https://myanimelist.net/anime/producer/10/Production_IG'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 144, 'type': 'anime', 'name': 'Pony Canyon', 'url': 'https://myanimelist.net/anime/producer/144/Pony_Canyon'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 1557, 'type': 'anime', 'name': 'Pony Canyon Enterprises', 'url': 'https://myanimelist.net/anime/producer/1557/Pony_Canyon_Enterprises'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",1.0,,R - 17+ (violence & profanity)
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Light novel,The third and final movie in the Washio Sumi no Shou trilogy.,5839,7.96,16516,43,Drama,Studio Gokumi,"[{'mal_id': 144, 'type': 'anime', 'name': 'Pony Canyon', 'url': 'https://myanimelist.net/anime/producer/144/Pony_Canyon'}]",[],1.0,,PG-13 - Teens 13 or older
27831,Durarara!!x2 Ten,Light novel,"In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone's favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.

[Written by MAL Rewrite]",630,7.96,417663,768,"Action, Mystery, Supernatural",Shuka,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}]","[{'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",12.0,2015.0,R - 17+ (violence & profanity)
30015,ReLIFE,Web manga,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]",151,7.96,1125741,10699,"Drama, Romance",TMS Entertainment,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 213, 'type': 'anime', 'name': 'Half H.P Studio', 'url': 'https://myanimelist.net/anime/producer/213/Half_HP_Studio'}, {'mal_id': 1481, 'type': 'anime', 'name': 'comico', 'url': 'https://myanimelist.net/anime/producer/1481/comico'}, {'mal_id': 1488, 'type': 'anime', 'name': 'Hakuhodo DY Media Partners', 'url': 'https://myanimelist.net/anime/producer/1488/Hakuhodo_DY_Media_Partners'}, {'mal_id': 1496, 'type': 'anime', 'name': 'Lawson', 'url': 'https://myanimelist.net/anime/producer/1496/Lawson'}, {'mal_id': 1497, 'type': 'anime', 'name': 'C & I entertainment', 'url': 'https://myanimelist.net/anime/producer/1497/C___I_entertainment'}, {'mal_id': 2174, 'type': 'anime', 'name': 'TMS Music', 'url': 'https://myanimelist.net/anime/producer/2174/TMS_Music'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",13.0,2016.0,PG-13 - Teens 13 or older
2890,Gake no Ue no Ponyo,Original,"A goldfish sneaks away from home and floats off on the back of a jellyfish. After getting stuck in a glass jar, she drifts to the shore where she is freed by Sousuke, a five-year-old boy who lives with his mother Lisa in a house by the sea while his father Koichi works on a fishing boat. After healing a cut on Sousuke's finger by licking it, the goldfish is named Ponyo by her new friend.

Unknown to Sousuke, Ponyo already has a name and a family. Her father Fujimoto, a sorcerer who forsook his humanity to live underwater, searches frantically for his daughter Brunhilde. When found and captured, Ponyo rejects her birth name and declares that she wants to become a human. Using the power received from Sousuke's blood, she grows arms and legs and escapes to the surface once more. But the magic released into the ocean causes an imbalance in nature, causing the Moon to start falling out of orbit and the tides to grow dangerously stronger. Reunited with Ponyo, Sousuke must pass an ancient test to restore order in the world and let his companion live on as a human.

[Written by MAL Rewrite]",375,7.96,644022,5001,"Adventure, Award Winning, Fantasy",Studio Ghibli,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 164, 'type': 'anime', 'name': 'd-rights', 'url': 'https://myanimelist.net/anime/producer/164/d-rights'}, {'mal_id': 245, 'type': 'anime', 'name': 'TOHO', 'url': 'https://myanimelist.net/anime/producer/245/TOHO'}]","[{'mal_id': 417, 'type': 'anime', 'name': 'Disney Platform Distribution', 'url': 'https://myanimelist.net/anime/producer/417/Disney_Platform_Distribution'}, {'mal_id': 783, 'type': 'anime', 'name': 'GKIDS', 'url': 'https://myanimelist.net/anime/producer/783/GKIDS'}]",1.0,,G - All Ages
40716,Kakushigoto,Manga,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out. 

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

Kakushigoto tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.

[Written by MAL Rewrite]",768,7.96,351008,2147,Comedy,Ajia-do,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 82, 'type': 'anime', 'name': 'Marvelous Entertainment', 'url': 'https://myanimelist.net/anime/producer/82/Marvelous_Entertainment'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 719, 'type': 'anime', 'name': 'Studio Mausu', 'url': 'https://myanimelist.net/anime/producer/719/Studio_Mausu'}, {'mal_id': 1211, 'type': 'anime', 'name': 'Tokyo MX', 'url': 'https://myanimelist.net/anime/producer/1211/Tokyo_MX'}, {'mal_id': 1284, 'type': 'anime', 'name': 'Avex Pictures', 'url': 'https://myanimelist.net/anime/producer/1284/Avex_Pictures'}, {'mal_id': 1635, 'type': 'anime', 'name': 'A-Sketch', 'url': 'https://myanimelist.net/anime/producer/1635/A-Sketch'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",12.0,2020.0,PG-13 - Teens 13 or older
32615,Youjo Senki,Light novel,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.

[Written by MAL Rewrite]",176,7.96,1025510,13573,"Action, Fantasy",Nut,"[{'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 392, 'type': 'anime', 'name': 'Enterbrain', 'url': 'https://myanimelist.net/anime/producer/392/Enterbrain'}, {'mal_id': 737, 'type': 'anime', 'name': 'Sony Music Communications', 'url': 'https://myanimelist.net/anime/producer/737/Sony_Music_Communications'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",12.0,2017.0,R - 17+ (violence & profanity)
36963,IDOLiSH7 Vibrato,Game,"On a cold night, idol group TRIGGER reunite at a bar to celebrate the anniversary of the day they started working together. Two years prior, Ryuunosuke Tsunashi leaves his Okinawan home and heads to Tokyo, hoping to become an idol and pay off his father's debt. While waiting for the manager, he is instead picked up by Gaku Yaotome—son of Yaotome Productions' CEO and Ryuunosuke's future co-worker—and they go to meet the mysterious Ten Kujou, the last member of the group.

Gaku wants to confront Ten, as he is dubious of Ten's position as the center of the group. Fortunately, with Ryuunosuke's help, the three of them are able to hit it off, and thus TRIGGER is born. However, there still remain obstacles they have to overcome before their rise to fame.

In the present day, their rivals IDOLiSH7 also have their own set of problems. From planning what to do on their free days to resolving a long-lasting dispute, they are ready to work together and face these problems head-on.

[Written by MAL Rewrite]",5677,7.96,17817,104,Drama,TROYCA,[],[],8.0,,PG-13 - Teens 13 or older
4672,Koukaku Kidoutai 2.0,Manga,"Set in the year 2029 and following World Wars III and IV, a Japanese-led Asian block dominates world affairs. The alliance maintains its international supremacy through its elite security force whose cybernetically enhanced operatives tackle an array of hi-tech terrorists and other threats to international security. These augmented agents can ""ghost hack"" (i.e., download their consciousness) via the now omnipresent internet into other machines and human/machine cross breeds.

Major Motoko Kusanagi, a cybernetically augmented female agent, has been tracking a virtual entity known as the Puppet Master with her crack squad of security agents. The shape-shifting Puppet Master, a rogue creation of a rival agency of the security apparatus, has concluded that it is a life form in its own right, ""born in sea of information,"" and requested political asylum and true physical existence in defiance of its creators.

(Source: Manga Entertainment, edited)",2460,7.96,93014,243,"Mystery, Sci-Fi, Suspense",Production I.G,"[{'mal_id': 23, 'type': 'anime', 'name': 'Bandai Visual', 'url': 'https://myanimelist.net/anime/producer/23/Bandai_Visual'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}]","[{'mal_id': 947, 'type': 'anime', 'name': 'Manga Entertainment', 'url': 'https://myanimelist.net/anime/producer/947/Manga_Entertainment'}]",1.0,,R+ - Mild Nudity
48411,Aria the Benedizione,Manga,"The successor and branch manager of the Himeya Company—one of the many Undine associations housing female gondoliers—Aika S. Granzchesta surprises everyone when she rejects tradition and refuses to inherit the company's legendary gondola. Aika's apprentice Azusa B. McLaren, unable to wrap her mind around her mentor's unexpected decision, confronts her directly but to little effect. To better understand her reasoning, Azusa and her fellow Undines secretly plan to arrange a meeting with Aika.

With the much-awaited winter days in sight, accompanied by the tranquility and sublimity of Neo-Venezia, Aika reminisces about her journey as an Undine that forged her into the person she is today. As she vividly remembers all those invaluable experiences of the past, she trusts they will continue to guide her into the unknown yet boundless future.

[Written by MAL Rewrite]",6749,7.96,11502,30,"Sci-Fi, Slice of Life",J.C.Staff,"[{'mal_id': 109, 'type': 'anime', 'name': 'Shochiku', 'url': 'https://myanimelist.net/anime/producer/109/Shochiku'}, {'mal_id': 211, 'type': 'anime', 'name': 'Rakuonsha', 'url': 'https://myanimelist.net/anime/producer/211/Rakuonsha'}, {'mal_id': 464, 'type': 'anime', 'name': 'flying DOG', 'url': 'https://myanimelist.net/anime/producer/464/flying_DOG'}]",[],1.0,,PG-13 - Teens 13 or older
416,Kurenai no Buta,Manga,"After a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano.

One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.

[Written by MAL Rewrite]",975,7.96,282872,2467,"Action, Adventure, Award Winning, Comedy, Drama, Romance",Studio Ghibli,"[{'mal_id': 382, 'type': 'anime', 'name': 'Tokuma Shoten', 'url': 'https://myanimelist.net/anime/producer/382/Tokuma_Shoten'}, {'mal_id': 1003, 'type': 'anime', 'name': 'Nippon Television Network', 'url': 'https://myanimelist.net/anime/producer/1003/Nippon_Television_Network'}]","[{'mal_id': 417, 'type': 'anime', 'name': 'Disney Platform Distribution', 'url': 'https://myanimelist.net/anime/producer/417/Disney_Platform_Distribution'}, {'mal_id': 783, 'type': 'anime', 'name': 'GKIDS', 'url': 'https://myanimelist.net/anime/producer/783/GKIDS'}]",1.0,,G - All Ages
